"source_tifs","slip","start_time","end_time"
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_1_KAJIURA_SMOOTHED.tif",0,104.183632988081,284.183632988081
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_2_KAJIURA_SMOOTHED.tif",4.3,58.9308883231951,238.930888323195
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_3_KAJIURA_SMOOTHED.tif",24.6,102.758059695076,282.758059695076
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_4_KAJIURA_SMOOTHED.tif",0,42.3259531633621,222.325953163362
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_5_KAJIURA_SMOOTHED.tif",24.6,184.465896111436,364.465896111436
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_6_KAJIURA_SMOOTHED.tif",12.3,148.525206790279,328.525206790279
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_7_KAJIURA_SMOOTHED.tif",12.8,277.192072455959,457.192072455959
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_8_KAJIURA_SMOOTHED.tif",1.8,246.093868192635,426.093868192635
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_9_KAJIURA_SMOOTHED.tif",1.9,369.744293539192,549.744293539192
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_10_KAJIURA_SMOOTHED.tif",4.5,344.263766873406,524.263766873406
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_11_KAJIURA_SMOOTHED.tif",6,464.367665491012,644.367665491012
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_12_KAJIURA_SMOOTHED.tif",3.2,440.057386352921,620.057386352921
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_13_KAJIURA_SMOOTHED.tif",6.5,564.499590100828,744.499590100828
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_14_KAJIURA_SMOOTHED.tif",0,541.668228579166,721.668228579166
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_15_KAJIURA_SMOOTHED.tif",7.1,669.57573466963,849.57573466963
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_16_KAJIURA_SMOOTHED.tif",3.5,657.567719442702,837.567719442702
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_17_KAJIURA_SMOOTHED.tif",3.2,771.151223640386,951.151223640386
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_18_KAJIURA_SMOOTHED.tif",2.7,862.08857323064,1042.08857323064
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_19_KAJIURA_SMOOTHED.tif",0,955.959383175611,1135.95938317561
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_20_KAJIURA_SMOOTHED.tif",0,1040.29379127457,1220.29379127457
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_21_KAJIURA_SMOOTHED.tif",0,1126.73745520466,1306.73745520466
"/g/data/w85/tsunami/MODELS/inundation/australia_wide/clean_version/sources/sources_with_rise_time/Sumatra2004/FujiSatake2007/Fuji_andaman2004_unit_sources_22_KAJIURA_SMOOTHED.tif",1,1212.23431727541,1392.23431727541
